"נעים להכיר, מוֹרָן תְּסַדֵּר 
פתחתי גוגל שיטס מתעדכן לתועלת הציבור עם הטבות מתעדכנות. מאגר ההטבות נבנה לטובת הקהילה. הכי נח לפתוח מהדסקטופ (הוספנו גם רוסית!)
---> איך עובדים עם הקובץ כך שזה יהיה הכי יעיל עבורך?                                                                                                                                                                                                                                                                                                                      
68,כולם,מידע ,מוקד חירום,המשרד להגנת הסביבה ,https://www.gov.il/he/pages/am-kelavi-hazard,15/06/2025,"עָם כְּלָבִיא: למי מדווחים על מפגע סביבתי עקב פגיעה במפעלים המכילים חומרים מסוכנים, נתקלתם במפגע סביבתי?
פנו לרשות המקומית ודווחו על המפגע הסביבתי.  
אם הבעיה לא נפתרה, דווחו למוקד החירום של המשרד להגנת הסביבה בטלפון *6911. המוקד פעיל 24 שעות ביממה.",,,,,,,,,,,,,,,,,,
69,"מי שנפגע לו הבית/הרכב/ העסק מהטילים , כולם, נפגעי גוף / נפש, נפגעי פעולות איבה, עצמאים/ות, ""תקועים בחו""""ל"", ימאים, נפגע בית 🏠, נפגע רכב 🚗, נפגע עסק 💼, עובדים, מעסיקים",תלונות,חופש המידע,משרד המשפטים ,https://www.gov.il/he/service/freedom-of-information-complaint-submission,12.06.2025,"אם הגשתם בקשה למשרד ממשלתי ולא סייעו לכם, אתם יכולים לפתוח תלונה , אלה הנושאים שמטפלים בהם, ממה שבבולד רלוונטי במיוחד למבצע ""עם כלביא"": ליחידה הממשלתית לחופש המידע סמכות לברר תלונות אודות משרדי הממשלה ויחידות הסמך שלהם בעניינים הבאים: אי מתן מענה לבקשה לקבלת מידע במועד שנקבע לכך בחוק.
דחיית בקשה לקבלת מידע ללא נימוק.
 אי-פרסום דוחות שנתיים ודוחות ממונים במועד. אי-פרסום מידע ייזום מכח החוק (הנחיות מנהליות ומידע סביבתי) ללא נימוק כדין.
דרך חישוב האגרות, למעט בנושא של מתן פטור מאגרה.   מידע לגבי הגשת הבקשה פה https://www.gov.il/he/service/freedom-of-information-complaint-submission  טופס אונליין מקוון להגשת התונה כולל אסמכתאות https://foi-tluna.justice.gov.il/",,,,,,,,,,,,,,,,,,
70,"אנשים פרטיים, מעסיקים, עובדים",עבודה במלחמה,קבלת קהל,שירות התעסוקה,https://www.facebook.com/photo?fbid=1161061082726323&set=a.316400517192388,18/06/2025,"שירות התעסוקה עומד לצידכם בכל עת🙏🏽
שימו לב ♥️
מוקד שירות התעסוקה הארצי תוגבר בעובדים ופתוח עבורכם בימים ראשון עד חמישי, בין השעות 8:00–16:00,
עם מענה טלפוני אישי, מקצועי ונגיש.
מזכירים כי בשל המצב הבטחוני ובכדי לשמור על בטחונכם השירות ניתן מרחוק תוך הבטחת זכויותיכם. 
אנחנו כאן בשבילכם!
חייגו 9687*
בימים א'-ה'
בין השעות 8:00-16:00
נעבור את זה יחד.",,,,,,,,,,,,,,,,,,
71,"עובדים, אנשים פרטיים",זכויות,מפגשים בזום,שירות התעסוקה,https://www.facebook.com/photo/?fbid=1161893119309786&set=a.316400503859056,20/06/2025,"חוסן תעסוקתי בזמן משבר 💪🏽🙏🏽
מוזמנים ומוזמנות לשבוע של סדנאות חוסן עם מומחי שירות התעסוקה, 
כי גם בזמנים של אי-ודאות – אפשר לבחור בכיוון, משמעות ותקווה. 🤍
מגוון סדנאות מעשיות, השראה ודיוק אישי שיעניקו לכם/ן כלים לבניית חוסן פנימי, התמודדות עם שינוי, והתוויית מסלול קריירה מחודש – מתוך עוצמה, ערכים ותחושת שליחות.
למי זה מתאים❓
לעובדים, מנהלים, מחפשי דרך ואנשים שרוצים לשלב חוסן פנימי עם עשייה מקצועית שיש בה ערך – במיוחד בתקופה מורכבת כמו זו.
מתחילים כבר משבוע הבא... 
פרטים נוספים וקישורים למפגשים לחצו כאן>> https://www.taasuka.gov.il/he/applicants/hosenweek/
מחכים לכם 🫶🏽",,,,,,,,,,,,,,,,,,
72,"אנשים פרטיים, עובדים",זכויות,"קבלת קהל, מוקד חירום ",שירות התעסוקה,https://www.facebook.com/share/v/1AdtNjfT5m/,19/06/2025,"שימו לב לעדכונים ושינויים בעקבות המצב הבטחוני❗️
לא תתקיים קבלת קהל בלשכות התעסוקה ובמרכזי ""מעגלי תעסוקה"" ואין צורך להתייצב פיזית עד לתאריך 24.6.25 
שימו לב - זכויותיכם יישמרו!
לעדכונים שוטפים כנסו>> https://www.taasuka.gov.il/infoand.../updates/emergency0625/  או  חייגו למוקד שלנו 9687*",,,,,,,,,,,,,,,,,,
73,"עובדים, אנשים פרטיים, עצמאים/ות, נפגע עסק 💼, נפגעי פעולות איבה",זכויות,"תלונות, מוקד חירום",משרד הכלכלה והתעשייה,https://www.facebook.com/photo/?fbid=1115027250670557&set=a.316838730489417,15/06/2025,"מוקד החירום של משרד הכלכלה והתעשייה - 6586*
בעקבות המצב, מפעיל משרד הכלכלה והתעשייה מוקד חירום טלפוני למענה בנושאים שבאחריות המשרד:
✔ תעריפי מוצרים בפיקוח
✔ סניפי רשתות שיווק הפתוחים בחירום (""סניפי ברזל"")
✔ פעילות מפעלים ותעשייה
✔ מידע בנושאי ייבוא וייצוא
✔ מידע וסיוע לעסקים קטנים ובינוניים
🕗 המוקד פועל החל מהיום (יום א') בימים א'-ה' בין השעות 08:00–19:00
נציגי ונציגות המשרד זמינים למענה בטלפון 6586",,,,,,,,,,,,,,,,,,
74,מעסיקים,עבודה במלחמה,,,https://www.facebook.com/photo?fbid=1114659160707366&set=a.316838730489417,14/06/2025,"בהמשך להיוועצות עם רשות החירום הלאומית (רח""ל) - הנחיות פעילות מעודכנות למפעלים חיוניים בתקופת החירום ""עם כלביא"". 
ההנחיות חלות על כלל המפעלים החיוניים, לרבות אלו המוגדרים כ""משק חיוני"", אשר מעוניינים להמשיך לפעול בהתאם להנחיות פיקוד העורף:
✅ הפעילות מותרת רק באתרים בהם קיימת אפשרות הגעה למרחב מוגן במסגרת זמן ההתראה הנדרש, ובמינימום כוח האדם ההכרחי.
✅ ""משק חיוני"" כולל את כלל גורמי הייצור, המשאבים, השירותים, המוצרים, החומרים, האספקה והפעולות החיוניים לקיום האוכלוסייה, למאמץ המלחמתי ולכלכלת המדינה – אף אם אינם ״מפעל חיוני״. כך שכלל המפעלים העומדים בהגדרה רשאים לעבוד במסגרת הכללים בהנחיה. 
🔹 מפעלים העונים להגדרה ""משק חיוני"" אינם נדרשים להגיש בקשה כלשהי.
📌 מידע נוסף ניתן למצוא באתר משרד הכלכלה והתעשייה 
☎ מוקד מידע: 6586*",,,,,,,,,,,,,,,,,,
75,"עובדים, נשים, אנשים פרטיים, מעסיקים",זכויות,"תלונות, מוקד חירום",משרד הכלכלה והתעשייה,https://www.facebook.com/share/r/1664BykWGU/,19/06/2025,"לכם יש שאלות, לנו יש תשובות!  מה הזכויות בתור עובדים בתקופת מלחמה:1. אני הורה  לילד מתחת לגיל 14 ועובד בעבודה חיונית, האם העבודה יכולה לחייב אותי להגיע? כן בהניתן שיש הוראות של פיקוד העורף להצטרף+ יש ממ""ד+יש סידור לילדים אז אין סיבה מוצדקת להיעדר מהעבודה. 2.לא ניתן לפטר, יכול להיחשב כאפליה על רקע הורות, תבררו טוב טוב את הזכאויות שלכם, 3. ניתן להגיש פניה באתר.
להגשת פנייה מקוונת באתר הנציבות:  https://govforms.gov.il/mw/forms/Shivion@moital.gov.il",,,,,,,,,,,,,,,,,,
76,"עצמאים/ות, נפגע עסק 💼, מעסיקים",זכויות,מפגשים בזום,משרד הכלכלה והתעשייה,https://www.facebook.com/photo?fbid=1118215657018383&set=a.316838730489417,19/06/2025,"איך מתייעלים ומשפרים פריון גם בתקופת חירום?

מוזמנים לוובינר סיוע למפעלים, של המרכז לתעשייה מתקדמת - Center For Advanced Industry , בו נציג את פעילות המרכז אשר פועל בתמיכה ובמימון של המשרד וכיצד תוכלו להיעזר בנו לסבסוד של 50% משעות הייעוץ.

בואו להבין כיצד זה עובד:
🔹 דברי פתיחה - ירון קרון, מנהל אגף ייצור מתקדם, מינהל תעשיות במשרד הכלכלה
🔹 הצגת המרכז לתעשייה מתקדמת – דני לרר, מנכ""ל
🔹 כיצד נעשה תהליך האבחון לצרכי המפעל – אורן נדיר, מנהל חטיבת הייעוץ
🔹 גיבוש ""מפת דרכים"" אשר מפרטת את הפרויקטים המומלצים להטמעת טכנולוגיות ייצור מתקדם והתייעלות במשאבים – יהונתן קאמי, מהנדס בכיר ומנהל תפעול
🔹 סיפורי הצלחה ממפעלים
🔹 שאלות ותשובות
📅 יום שלישי | 24.6 | 14:00
🔗 להרשמה חינמית: https://cfai.activetrail.biz/mifalim See less
",,,,,,,,,,,,,,,,,,
77,"מעסיקים, עצמאים/ות",זכויות,עובדים זרים ,משרד הכלכלה והתעשייה,https://www.facebook.com/photo?fbid=1118141077025841&set=a.316838730489417,19/06/2025,"*בעקבות המצב הארכנו את זמן ההגשה עד ליום 23.6.25 בשעה 16:00*
בשורה לעסקים בענפי המסחר והשירותים📢
משרד הכלכלה והתעשייה מודיע על פרסום הקצאה של 4,200 היתרים להעסקת עובדים זרים בענפי המסחר ושירותים 
איך מגישים?
1️⃣ המעסיק יגיש בקשה לאגף עובדים זרים לקבלת המלצה.
2️⃣ לאחר ההמלצה, יש לפנות תוך 30 יום לרשות האוכלוסין להשלמת התהליך.
זה הזמן לנצל את ההזדמנות ולגייס כוח אדם לשיפור היעילות והשירות בעסק שלכם.
להגשה >> https://go.gov.il/iu117",,,,,,,,,,,,,,,,,,
78,"עצמאים/ות, מעסיקים, עובדים",עבודה במלחמה,זכאויות לאוכלוסיה הערבית ,משרד הכלכלה והתעשייה,https://www.facebook.com/photo?fbid=1117589593747656&set=a.316838730489417,18/06/2025,"מעסיקים/ות בתעשיית ההייטק ותעשיות עתירות ידע – הזדמנות לקבל מענק על קליטת עובדים חדשים!

הרשות להשקעות במשרד הכלכלה והתעשייה מזמינה אתכם להצטרף למסלול סיוע חדש לשילוב עובדים מהאוכלוסייה הערבית – לרבות דרוזים, בדואים וצ'רקסים – שזו עבודתם הראשונה בתחום.

💼 מי יכול להגיש?
מעסיקים המעוניינים לקלוט עובדים חדשים מהאוכלוסיות הללו – במקצועות רלוונטיים בענפי תעשיית ההייטק והתעשיות עתירות הידע.

💰 מה גובה הסיוע?
✔ מענק של עד 30% מעלות שכר העובד
✔ עד 57,600 ₪ למשרה

📅 מועד אחרון להגשה 30.7.2025 בשעה 13:00
❓ שאלות הבהרה ניתן לשלוח עד 24.6.2025 בשעה 24:00

🔗 לפרטים המלאים ולהגשת בקשה:
https://www.gov.il/he/pages/grant-04-20-26-01-2021 ",,,,,,,,,,,,,,,,,,
79,"נפגעי גוף / נפש, נפגעי פעולות איבה, עצמאים/ות, ""תקועים בחו""""ל"", אנשים פרטיים, מעסיקים, עובדים, נשים",זכויות,מוקד חירום ,נשיא המדינה,https://www.facebook.com/photo/?fbid=1225354188956887&set=a.476133943878919,18/06/2025,"בעקבות מבצע ״עם כלביא״, מוקד פניות הציבור של בית הנשיא פועל במתכונת מלאה.   טלפון *4555 או במספר 02-6707200 או במספר 02-6707211
אנחנו כאן בשבילכם - לסייע, לשמוע, ולחבר לגורמים הרלוונטיים.
אם אתם זקוקים לעזרה, תמיכה או ליווי - אל תהססו לפנות.
נעבור את התקופה הזו ביחד.",,,,,,,,,,,,,,,,,,
80,"נשים, אנשים פרטיים, נפגעי גוף / נפש",זכויות,מוקד חירום ,ויצו ,https://www.facebook.com/photo/?fbid=1119128353578498&set=a.476335497857790,13/06/2025,"בימים כאלה, כשהכול מרגיש לחוץ, לא ברור ומעורער – אנחנו כאן בשבילך.
📞 3980* - קו הייעוץ המשפטי-טיפולי של ויצו לנשים – כאן בשבילך.",,,,,,,,,,,,,,,,,,
81,"נפגעי גוף / נפש, אנשים פרטיים",טיפול נפשי,מוקד חירום ,"קופות חולים וער""ן",https://ironswords.health.gov.il/,19/06/2025,"להלן ריכוז של כלל המרכזים הנותנים סיוע נפשי:                                                                                                                                                                                                                                                                                                                                                                                                   מרכז החוסן הארצי הטיפולי 5486* - פועל 24/7*
 
קופות החולים
מאוחדת 3833*
לאומית 507*
מכבי 3555*
כללית 8703*
עמותת ער""ן 1201, ער""ן ברוסית: 1-800-241201
 ער""ן בערבית: 1-700-501201
ער""ן באמהרית: 1-800-211201",,,,,,,,,,,,,,,,,,
82,נפגעי גוף / נפש,זכויות,מוקד חירום ,ממשלה ורשויות ,https://datadashboard.health.gov.il/portal/dashboard/health,20/06/2025,"ממשלה ורשויות
אגף משפחות - משהב''ט 03-7776700
קו חירום, הביטוח הלאומי 02-6269999
משרד החינוך6552*
עיריית נהריה 04-6900603 , 106
עיריית שדרות 8516*
מוקדי עירייה 106
קול הבריאות 5400*",,,,,,,,,,,,,,,,,,
83,"אנשים פרטיים, נשים, נפגעי גוף / נפש, מי שנפגע לו הבית/הרכב/ העסק מהטילים",טיפול נפשי,מוקד חירום ,"ער""ן, נט""ל, סה""ר, ארגון מקשיבים, דרך גבר, תפס""ן, על""ם",https://datadashboard.health.gov.il/portal/dashboard/health,20/06/2025,"עמותות
ער''ן1201, ער""ן ברוסית: 1-800-241201
 ער""ן בערבית: 1-700-501201
 ער""ן באמהרית: 1-800-211201
נט''ל 1800-363-363
סה''ר 055-9571399
ארגון מקשיבים 3596*
דרך גבר 053-7173366
תפס''ן  058-5797888
עלם 054-9424062                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    חוסן, חולי סרטן נלחמים: 1-700-506600                                                                                                                                                                                                                                                                                                                                                                                                                מרכז סיוע לפחדים, חרדות, אבל ושכול: 051-713896




",,,,,,,,,,,,,,,,,,
84,,טיפול נפשי,מוקד חירום ,,https://datadashboard.health.gov.il/portal/dashboard/health,20/06/2025,"עמותות
נפש אחת 8944*
מרכז חוה 052-6668799
עמותת הביננו 3251*
נפגעי טראומה מינית - נשים 1202
נפגעי טראומה מינית - גברים 1203
טיפול קוגניטיבי התנהגותי 050-4040983
עזר מציון 1800-808-100",,,,,,,,,,,,,,,,,,
85,אנשים פרטיים,רפואי,מוקד חירום ,בילינסון ,https://www.facebook.com/BeilinsonRabin/?locale=he_IL,16/06/2025,"מרכז המידע של בילינסון 1255134, מרכז המידע של (ביה""ח) השרון 1255132, מספר טלפון ליצירת קשר ללקוי שמיעה 050-4065776. **מרכז מידע למשפחות נפתחה במרפאה האורתופדית**, טלפון בשוטף- 03-937-6363 : לאור האירועים האחרונים והירי מאיראן, חשוב לנו שתדעו שבבית החולים בילינסון מופעל מערך חירום מחמיר ומדויק שנועד להבטיח דבר אחד: מקסימום ביטחון, לכל מי שנמצא כאן. 
המערך התת־קרקעי שלנו, מאויש ופועל. מחלקות - פנימיות, כירורגיות וטיפול נמרץ – הועברו אליו.  בית חולים ליולדות - הועבר גם הוא למתחם ממוגן.  חדרי המיון הממוגנים פועלים כרגיל, תוך שמירה מלאה על רציפות הטיפול ובטיחות הצוותים. ",,,,,,,,,,,,,,,,,,
86,"אנשים פרטיים, נשים",רפואי,מוקד חירום ,בילינסון ,https://www.facebook.com/share/v/1CHe8fS7Xs/,19/06/2025,"אתם שאלתם - פרופ' אסנת ולפיש, מנהלת בית חולים לנשים עונה - כל מה שצריך לדעת על בית חולים לנשים בתקופה הזאת:
חדרי הלידה, מחלקות היולדות, מחלקת ילודים, מחלקת אם ועובר ומיוני יולדות ונשים ממוגנים או סמוכים למרחב מוגן בבנין האישפוז המרכזי.
בכל חדר לידה ממוגן (הנמצא בממ״ד) שוהות שתי יולדות עם וילון שמפריד ביניהן, ולצדן ממוקם ממ״ד נוסף להמתנה עבור המלווים והצוות הרפואי. 
בנוסף, קיימים חדרי לידה עבור יולדות ניידות ללא אפידורל הסמוכים למרחב מוגן וערוכים למעבר מהיר למרחב הממוגן בעת הצורך.
למען הבטיחות אין אפשרות ליותר ממלווה אחד לאורך הלידה וכל האשפוז.
אנחנו יודעים שזה פחות נוח, אלו ימים לא קלים, לצד זה חשוב לנו לעשות הכל כדי שתלדי בסביבה בטוחה ומוגנת 
מייחלים לימים שקטים 💙",,,,,,,,,,,,,,,,,,
87,"אנשים פרטיים, נפגעי גוף / נפש",טיפול נפשי,מוקד חירום ,שניידר,https://plan.vivid.me/?planId=bmGsTDOhm60iO6dppiQW&appDownloadLink=https%3A%2F%2Fvivid-invite.app.link%2FtuBcako1gMb&publisherPlans=%5B%5D&lang=he,20/06/2025,"במקרה של צורך בתמיכה נוספת – ניתן לפנות למוקד התמיכה הנפשית של כללית, הפועל 24/7 במספר *8703.
ניתן להיעזר בערכה הלאומית לעזרה ראשונה נפשית – זמינה גם ללא קליטה!
https://link.VIVID.me/Ministry-of-Health-First-Aid

",,,,,,,,,,,,,,,,,,
88,אנשים פרטיים,רפואי,קבלת קהל,שניידר,https://www.schneider.org.il/?CategoryID=834&ArticleID=5201,20/06/2025,"פעילות מרכז שניידר בלחימה: עקב המצב הביטחוני והנחיות פיקוד העורף, מרפאות מרכז שניידר לרפואת ילדים יהיו סגורות עד להודעה חדשה. (אלא אם התקבלה הודעה פרטנית אחרת). המחלקה לרפואה דחופה (מיון) במרכז שניידר פועלת כרגיל וטיפולים אונקולוגים פועלים כרגיל.",,,,,,,,,,,,,,,,,,
89,אנשים פרטיים,טיפול נפשי,מוקד חירום ,"משרד הבריאות, הרשות הישראלית לחוסן ",https://plan.vivid.me/?planId=bmGsTDOhm60iO6dppiQW&appDownloadLink=https%3A%2F%2Fvivid-invite.app.link%2FtuBcako1gMb&publisherPlans=%5B%5D&lang=he,20/06/2025,"עזרה ראשונה נפשית לאחרים ולעצמי-- כלים מבוססי  מדע לע""ר נפשית לקרובים לי ולעצמי בזמן חירום, משרד הבריאות ואף גורם אחר לא מקבל מידע מזוהה על המשתמשים ** לאחר ההורדה, הכלים נגישים באפליקציה גם ללא קליטה**.                                                   לאן לפנות לשאלות בנוגע לשימוש בפלטפורמה?

הרוב המוחלט של השאלות מקבלות מענה בעמוד השאלות הנפוצות שלנו.
  https://www.vivid.me/faq-hebrew
אם לא מצאתם שם את מה שחיפשתם, נשמח מאוד שתפנו אלינו.https://docs.google.com/forms/d/e/1FAIpQLScwAKGtVT9wOC4dxlFgRvLWPnf-25qi-WfZi0rfLFg_AFcopw/viewform",,,,,,,,,,,,,,,,,,
90,"אנשים פרטיים, נפגעי גוף / נפש",טיפול נפשי,מוקד חירום ,"משרד הבריאות, הרשות הישראלית לחוסן ",https://plan.vivid.me/?planId=4tNDUccJP2DiFvG8XLFl&appDownloadLink=https%3A%2F%2Fvivid-invite.app.link%2F3pJbLcoxVLb&publisherPlans=%5B%22%25D7%259B%25D7%259C%25D7%2599%25D7%259D%2520%25D7%259C%25D7%2597%25D7%2595%25D7%25A1%25D7%259F%2520%25D7%25A0%25D7%25A4%25D7%25A9%25D7%2599%2520%25D7%259C%25D7%25AA%25D7%25A7%25D7%2595%25D7%25A4%25D7%25AA%2520%25D7%2597%25D7%2599%25D7%25A8%25D7%2595%25D7%259D%2520%25D7%2595%25D7%259C%25D7%2596%25D7%259E%25D7%259F%2520%25D7%2590%25D7%259E%25D7%25AA%22%5D&lang=he,20/06/2025,"כלים לחוסן נפשי לתקופת חירום ולזמן אמת- כלים לע""ר נפשית המוכרים על ידי משרד בריאות יחד עם כלים לשימור עצמי שנבנו ע""י עמותת נט""ל וד""ר  שיירי דניאלס המנחה המקצועית של עמותת ער""ן. ** לאחר ההורדה, הכלים נגישים באפליקציה גם ללא קליטה** הרוב המוחלט של השאלות מקבלות מענה בעמוד השאלות הנפוצות שלנו.
  https://www.vivid.me/faq-hebrew
אם לא מצאתם שם את מה שחיפשתם, נשמח מאוד שתפנו אלינו.https://docs.google.com/forms/d/e/1FAIpQLScwAKGtVT9wOC4dxlFgRvLWPnf-25qi-WfZi0rfLFg_AFcopw/viewform",,,,,,,,,,,,,,,,,,
91,"אנשים פרטיים, אנשים עם מוגבלויות, נפגעי גוף / נפש, נפגעי פעולות איבה, עצמאים/ות, ""תקועים בחו""""ל"", נפגע בית 🏠, נפגע רכב 🚗, נפגע עסק 💼, ילדים מיוחדים",מידע ,מוקד חירום,משטרת ישראל (מתוך אתר נגישות ישראל),https://aisrael.org/%D7%9E%D7%99%D7%93%D7%A2-%D7%9E%D7%A1%D7%99%D7%99%D7%A2/%D7%9B%D7%9C-%D7%94%D7%9E%D7%99%D7%93%D7%A2-%D7%9C%D7%A9%D7%A2%D7%AA-%D7%97%D7%99%D7%A8%D7%95%D7%9D/%D7%9E%D7%95%D7%A7%D7%93%D7%99-%D7%9E%D7%99%D7%93%D7%A2-%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%D7%99%D7%9D/,20/06/2025,"עמדת אוזן קשבת- עמדה מיועדת לקליטת פניות מצד אזרחים בעלי מוגבלויות של שמיעה ו/או דיבור בלבד. לשליחת מסרון  052-2020100, פקס 08-6525111 מייל listen@police.gov.il 
יצירת קשר https://govforms.gov.il/mw/forms/contact@police.gov.il?gbxid=0                                                                                                                                                                                                                                                                                                                                        ערוץ ואטסאפ של דוברות משטרת ישראל https://www.whatsapp.com/channel/0029VaECQkU05MUnP6BPsO2G",,,,,,,,,,,,,,,,,,
92,"אנשים פרטיים, נפגעי פעולות איבה, נפגע בית 🏠",מידע ,מוקד חירום,משטרת ישראל,https://www.gov.il/he/pages/police_15_6_25_acham,15/06/2025,"מוקד 115 - מוקד הדיווח על נעדרים כתוצאה מפגיעת מתקפת הטילים על ישראל 
ככל שעולה חשש לחיי אדם ו/או נותק הקשר כתוצאה מתקיפת טילים, ניתן לדווח למוקד 115 או למספר 03-5023913 כמו כן ניתן לדווח על נעדרים באמצעות הגשת תלונה מקוונת בקישורית המצורפת או לחילופין באמצעות הגשת תלונה בתחנת משטרה הקרובה למקום מגוריכם. 

משפחות המחפשות את יקיריהם מתבקשות להגיע לכל תחנת משטרה עם פרטים מזהים, פרטי רופא שיניים מטפל, פריט ממנו ניתן להפיק DNA ותמונה של הנעדר. מומלץ כי בן משפחה מדרגה ראשונה יגיע על מנת לדגום DNA וכל פרט היכול לסייע בזיהויו. 

קישור לתלונה מקוונת:
https://www.gov.il/he/service/request-file-complaint-online-during-emergency",,,,,,,,,,,,,,,,,,
93,אנשים פרטיים,מידע ,רישיון לנשק,המשרד לביטחון לאומי- האגף לרישוי ופיקוח כלי ירייה,https://www.gov.il/he/pages/13_2025,17/06/2025,"עדכון לציבור אגף רישוי ופיקוח כלי יריה בעקבות המצב המיוחד בעורף:  בעקבות  הנחיית פיקוד העורף, האוסרת על קיום פעילות במקומות עבודה,לא תתקיים קבלת קהל בלשכות הרישוי הפרושות ברחבי הארץ עד  להודעה אחרת בנושא.
▪️על מנת שלא לפגוע בשירות למבקשי רישיונות או בעלי רישיונות,האגף נערך למתן שירות מרחוק.
▪️נבקשכם להתאזר בסבלנות שכן בשל המצב הבטחוני המיוחד, צפויים עומסים.
▪️בעלי רישיונות שתוקף רישיונם יפקע ביום 30.6.2025, ובעלי רישיונות שעליהם לבצע  הכשרת הרענון עד ליום 30.6.2025 , 
  ככל שלא יתאפשר  ביצוע ההכשרות במטווחים מורשים, האגף ישלח הנחיות מסודרות באמצעי המדיה השונים.",,,,,,,,,,,,,,,,,,
94,"אנשים פרטיים, נפגעי גוף / נפש",רפואי,מידע,"מד""א",https://www.mdais.org/101/first-aid,20/06/2025,"הנחיות מורחבות https://www.mdais.org/101/first-aid , הנחיות לשעת חירום בעברית  https://www.mdais.org/media/4953/mda-first-aid-instructions.pdf, הנחיות לשעת חירום באנגלית https://www.mdais.org/media/4954/mda-first-aid-guidelines-en.pdf",,,,,,,,,,,,,,,,,,
95,"ילדים/ ות, אנשים פרטיים",חינמי,מפגשים בזום ,גילי דרובר,https://gilidrober.com/masterclassanimalsgift/?fbclid=IwY2xjawK6G9tleHRuA2FlbQIxMQABHp_V41rypIfMEspweNZRmgK1cnnAlG4Z4y39ZMEl5Vh6218Nbkx_p0INfcKh_aem_2HHkxBE5StldPCo7ilQCNQ,17/06/2025,"ימים קשים עוברים עלינו, על מנת טיפה להקל על המצב ולתת הפוגה לילדים אשמח לתת מתנה - קורס פיסול ""חיות מפלסטלינה.  הקורס מוקלט ותוכלו לפסל בקצב שלכם, נרשמים בלינק הזה כדי לקבל את הגישה לקורס https://gilidrober.com/masterclassanimalsgift/?fbclid=IwY2xjawK6G9tleHRuA2FlbQIxMQABHp_V41rypIfMEspweNZRmgK1cnnAlG4Z4y39ZMEl5Vh6218Nbkx_p0INfcKh_aem_2HHkxBE5StldPCo7ilQCNQ",,,,,,,,,,,,,,,,,,
96,"אנשים פרטיים, עצמאים/ות",עוקץ,מוקד חירום ,מערך הסייבר הלאומי,https://www.gov.il/he/collectors/publications?officeId=4bcc13f5-fed6-4b8c-b8ee-7bf4a6bc81c8,20/06/2025,"שימו לב: באתר הזה ניתן לקבל עדכונים שוטפים על ניסיונת פישינג/ סקאם בזמן המלחמה ובכלל. מציעה להתעדכן באתר לפני שלוחצים על כל קישור שלא מוכר לכם, היזהרו. ניתן להתעדכן ב-2 קישורים:  הראשון - https://www.gov.il/he/collectors/news?officeId=4bcc13f5-fed6-4b8c-b8ee-7bf4a6bc81c8 והשני https://www.gov.il/he/collectors/publications?officeId=4bcc13f5-fed6-4b8c-b8ee-7bf4a6bc81c8",,,,,,,,,,,,,,,,,,
97,"אנשים פרטיים, עצמאים/ות, מעסיקים",עוקץ,מוקד חירום ,מערך הסייבר הלאומי,https://www.gov.il/he/service/cyber-event-report,20/06/2025,"מערך הסייבר הלאומי- יש 2 אפשרויות ליצירת קשר, הראשונה טלפוני והשניה באמצעתו טופס אונליין: ליצירת קשר חייגו  24/7  119 
לחילופין, ניתן להגיש דיווח בדואר האלקטרוני:* 119@cyber.gov.il   או בטופס דיווח לאזרח https://govforms.gov.il/mw/forms/CitizenReport@Cyber.gov.il                                                                                                                                                                                           באילו מקרים ניתן לדווח
פריצה לרשתות חברתיות 
הודעות דיוג (פישינג) והתחזות
מתקפות מניעת שירות (DDoS) 
מתקפת כופרה
חטיפת חשבון וואטסאפ
דלף מידע ודלף כרטיסי אשראי
מתקפת wiper
דפים מתחזים
השחתות אתרי אינטרנט
",,,,,,,,,,,,,,,,,,
